asin	overall	sentimentScores
B005ZV5K0O	4	-0.8402
B005ZV5K0O	5	0.5423
B00646MZHK	5	0.875
B00646MZHK	5	0.9325
B00646MZHK	5	0.8122
B00646MZHK	2	0.5725
B00646MZHK	5	0.6808
B00646MZHK	5	0.907
B00646MZHK	5	0.9705
B00646MZHK	5	0.872
B00646MZHK	5	0.8883
B00646MZHK	4	0.7845
B00646MZHK	5	0.7096
B00646MZHK	5	0.0772
B00646MZHK	5	0.9859
B00646MZHK	5	0.7526
B00646MZHK	5	0.8742
B00646MZHK	5	0.6249
B00646MZHK	4	0.965
B00646MZHK	5	0.7718
B00646MZHK	5	0.8622
B00646MZHK	4	0.4927
B00646MZHK	5	0.8555
B00646MZHK	5	-0.34
B00646MZHK	5	-0.3818
B00646MZHK	5	0.989
B00646MZHK	5	-0.0516
B00646MZHK	4	0.6894
B00646MZHK	5	0.9696
B00646MZHK	3	0.1533
B00646MZHK	3	0.9878
B00646MZHK	5	0.9224
B00646MZHK	5	0.9851
B00646MZHK	5	0.8512
B00646MZHK	4	0.9772
B00646MZHK	3	0.984
B00646MZHK	5	0.9169
B00646MZHK	4	0.9705
B00646MZHK	5	0.6369
B00646MZHK	2	0.926
B00646MZHK	5	0.9628
B00646MZHK	1	0.5106
B00646MZHK	5	0.9827
B00646MZHK	5	0.8774
B00646MZHK	5	0.4404
B00646MZHK	4	0.9259
B00646MZHK	5	0.6486
B00646MZHK	4	0.296
B00646MZHK	5	0.875
B00646MZHK	5	0.6892
B00646MZHK	5	0.8066
B00646MZHK	5	0.8625
B00646MZHK	5	0.4404
B00646MZHK	5	0.8862
B00646MZHK	5	0.8707
B00646MZHK	5	0.8882
B00646MZHK	5	0.9348
B00646MZHK	5	0.886
B00646MZHK	5	0.1921
B00646MZHK	5	0.9878
B00646MZHK	5	0.911
B00646MZHK	4	0.4404
B00646MZHK	5	0.9565
B00646MZHK	5	0.0
B0064BFNME	5	0.7264
B0064BFNME	5	0.7722
B0064BFNME	5	0.6249
B0064BFNME	5	0.5093
B0064BFNME	5	0.1779
B0064RDPVE	4	0.5859
B0064RDPVE	5	0.8625
B0064RDPVE	5	0.8995
B0064RDPVE	5	0.4588
B0064RDPVE	5	0.9524
B0064RDPVE	4	-0.4019
B0064RDPVE	4	0.9042
B0064RDPVE	5	0.8712
B0064RFT4A	5	0.9719
B0064RFT4A	5	0.9816
B0064RFT4A	5	0.7003
B0064RFT4A	4	0.9771
B0064RFT4A	5	0.7126
B0064RFT4A	3	0.8768
B0064RFT4A	5	0.9948
B0064RFT4A	5	0.8524
B0064RFT4A	5	0.9968
B0064RIB9A	5	0.8555
B0064RIB9A	5	0.5848
B0064RIB9A	5	0.9153
B0064RIB9A	4	0.7003
B0064RIB9A	5	0.9646
B0064RIB9A	5	0.5994
B0064RIB9A	3	-0.0085
B0064RIB9A	2	0.7738
B0064RIB9A	1	0.8689
B0064RIB9A	5	0.8885
B0064RIB9A	5	0.9528
B006H5119Q	5	0.9133
B006H5119Q	5	0.9905
B006H5119Q	5	0.9884
B006H5119Q	5	0.9895
B006H5119Q	2	0.9658
B006H5119Q	5	0.9591
B006X0UCKY	5	0.2263
B006X0UCKY	5	0.9322
B006X0UCKY	4	0.6597
B006X0UCKY	5	0.7845
B006X0UCKY	4	-0.5873
B006X735PQ	5	0.9444
B006X735PQ	5	0.9654
B006X735PQ	5	0.9686
B006X735PQ	4	0.7097
B006X735PQ	5	0.8687
B006Y2FUW6	5	0.9687
B006Y2FUW6	5	0.9702
B006Y2FUW6	5	0.9906
B006Y2FUW6	5	0.9989
B006Y2FUW6	5	0.9682
B006Y2FUW6	5	0.9816
B0073XCXHA	5	0.9493
B0073XCXHA	5	0.4404
B0073XCXHA	5	0.9417
B0073XCXHA	5	0.6369
B0073XCXHA	5	0.4574
B0073XCXHA	5	-0.0531
B0073XCXHA	5	0.6124
B0073XCXHA	5	0.0
B0073XCXHA	5	0.9224
B0073XCXHA	5	0.8512
B0073XCXHA	5	0.8625
B0073XCXHA	5	0.7579
B0073XCXHA	5	0.8126
B0073XCXHA	4	-0.296
B0073XCXHA	5	0.9393
B0073XCXHA	4	0.5574
B0073XCXHA	5	0.0232
B0073XCXHA	5	0.9393
B0073XCXHA	5	0.9403
B0073XCXHA	5	0.7964
B0073XCXHA	5	0.2023
B0073XCXHA	3	0.872
B0073XCYO2	5	-0.1871
B0073XCYO2	5	0.9294
B0073XCYO2	5	-0.1027
B0073XCYO2	5	0.9493
B0073XCYO2	5	0.8781
B0073XCZ3C	4	0.8126
B0073XCZ3C	5	0.9197
B0073XCZ3C	5	0.8225
B0073XCZ3C	5	0.9754
B0073XCZ3C	4	-0.7096
B0073XCZ3C	5	0.8977
B0078YF9V6	5	0.9704
B0078YF9V6	3	0.9838
B0078YF9V6	4	0.6369
B0078YF9V6	4	0.6437
B0078YF9V6	5	0.9543
B0078YF9V6	5	0.9231
B0079KQEOK	5	0.6822
B0079KQEOK	4	-0.3226
B0079KQEOK	4	0.9835
B0079KQEOK	5	0.5738
B0079KQEOK	5	0.6124
B0079KQEOK	5	0.8549
B0079KQEOK	3	-0.6577
B007BY2F7O	5	0.9313
B007BY2F7O	5	0.3182
B007BY2F7O	3	0.9824
B007BY2F7O	5	0.8957
B007BY2F7O	5	0.9081
B007BY2F7O	4	0.9831
B007BY2F7O	2	0.6168
B007BY2F7O	3	0.4951
B007BY2F7O	5	0.8777
B007BY2F7O	5	0.9477
B007BY2F7O	5	0.9337
B007BY2F7O	5	0.8986
B007IE5QP0	5	0.9678
B007IE5QP0	5	0.836
B007IE5QP0	5	0.7783
B007IE5QP0	1	0.5526
B007IE5QP0	5	0.7184
B007IE5QP0	5	0.7959
B007IE5QP0	4	0.7269
B007IE5QP0	5	0.9475
B007IE5QP0	5	0.8658
B007IHYBV2	5	0.7783
B007IHYBV2	5	0.9683
B007IHYBV2	3	0.9509
B007IHYBV2	2	0.6435
B007IHYBV2	5	0.956
B007IHYBV2	3	0.8836
B007J49GPK	5	0.9842
B007J49GPK	5	0.9524
B007J49GPK	5	0.4404
B007J49GPK	5	0.8473
B007J49GPK	4	0.9731
B007J49GPK	5	0.4574
B007J49GPK	5	0.9906
B007J49GPK	5	0.9504
B007J49GPK	5	0.959
B007J49GPK	5	0.9871
B007K3EGWI	5	0.9412
B007K3EGWI	5	0.958
B007K3EGWI	5	0.1775
B007K3EGWI	5	-0.128
B007K3EGWI	5	0.836
B007K3EGXW	5	0.8176
B007K3EGXW	5	0.8558
B007K3EGXW	5	0.923
B007K3EGXW	5	0.0
B007K3EGXW	4	-0.1531
B007K3EGXW	5	0.9375
B007K3EGXW	5	0.9118
B007K3EGXW	5	-0.3372
B007PKR3SK	5	0.4939
B007PKR3SK	4	0.7852
B007PKR3SK	5	0.6369
B007PKR3SK	5	-0.2732
B007PKR3SK	5	0.9382
B007PKR3SK	4	0.9609
B007PKR3SK	5	0.9317
B007PKR3SK	5	0.6798
B007PKR3SK	2	0.8016
B007PKR3SK	5	0.9099
B007PKR3SK	5	0.8357
B007PKR3SK	4	0.2732
B007PKR3SK	1	-0.4215
B007PKR3SK	2	-0.4402
B007PKR3SK	5	0.7269
B007PKR3SK	4	0.4599
B007Q27BH0	4	0.9355
B007Q27BH0	5	0.9876
B007Q27BH0	5	0.9508
B007Q27BH0	5	0.937
B007Q27BH0	5	0.9661
B007Q27BH0	5	0.9828
B007Q27BH0	4	0.9744
B007Q27BH0	1	0.7756
B007Q27BH0	4	0.891
B007Q27BH0	5	0.9689
B007Q27BH0	5	0.9791
B007Q28BHE	2	-0.5053
B007Q28BHE	5	0.9954
B007Q28BHE	4	0.8979
B007Q28BHE	5	0.9699
B007Q28BHE	5	0.9676
B007Q28BHE	2	0.9931
B007Q28BHE	5	0.9911
B007Q28BHE	5	0.9918
B007Q28BHE	5	0.9963
B007T8CUNG	5	0.6801
B007T8CUNG	5	0.7951
B007T8CUNG	5	0.8503
B007T8CUNG	4	0.8473
B007T8CUNG	1	-0.1048
B007T8CUNG	5	0.9227
B007T8CUNG	2	0.3612
B007T8CUNG	4	0.3041
B007T8CUNG	2	-0.5719
B007T8CUNG	5	0.8271
B007T8CUNG	5	0.753
B007T8CUNG	4	0.9877
B007T8CUNG	5	0.6914
B007T8CUNG	1	-0.3818
B007T8CUNG	5	0.9631
B007T8CUNG	4	0.9764
B007T8KI6M	4	0.8316
B007T8KI6M	3	0.9265
B007T8KI6M	4	0.4184
B007T8KI6M	4	0.9243
B007T8KI6M	5	0.6293
B007T8KI6M	3	0.7003
B007T8KI6M	5	0.9493
B007T8KI6M	5	0.2732
B007T8OGLK	4	0.7667
B007T8OGLK	4	0.032
B007T8OGLK	3	0.504
B007T8OGLK	3	0.9731
B007T8OGLK	3	0.9517
B007T8OGLK	5	0.2006
B007T8OGLK	4	0.9918
B007T8OGLK	4	0.4199
B007T8OGLK	3	0.7964
B007T8OGLK	4	0.8989
B007T8OGLK	3	0.296
B007T8OGLK	3	0.128
B007T8OGLK	3	-0.5968
B007T8OGLK	5	0.7842
B007T8OGLK	5	0.9607
B007T8OGLK	4	0.8225
B007TGWQZ0	4	0.7712
B007TGWQZ0	5	0.6597
B007TGWQZ0	3	0.3818
B007TGWQZ0	4	0.5423
B007TGWQZ0	5	0.8469
B007XH9432	5	0.8225
B007XH9432	3	0.872
B007XH9432	5	0.9705
B007XH9432	4	0.9733
B007XH9432	3	0.7151
B007YWHIP2	4	0.2732
B007YWHIP2	5	0.8126
B007YWHIP2	3	0.8074
B007YWHIP2	4	0.9571
B007YWHIP2	5	0.8481
B007YWHIP2	4	0.8074
B007YWHIP2	4	0.7269
B007YWHIP2	5	0.836
B007YWHIP2	4	0.7959
B007YWHIP2	3	-0.7717
B007YWHIP2	2	-0.2732
B008277N80	3	0.9605
B008277N80	5	0.9283
B008277N80	4	0.9851
B008277N80	4	0.9716
B008277N80	5	0.7382
B008277N80	5	0.9633
B0087UPSLQ	4	0.6249
B0087UPSLQ	5	0.8465
B0087UPSLQ	5	0.8834
B0087UPSLQ	5	0.6486
B0087UPSLQ	1	0.2023
B0087UPSLQ	4	0.6597
B0087UPSLQ	1	0.34
B0087UPSLQ	5	0.8821
B008AOH1O6	5	0.8202
B008AOH1O6	5	0.9595
B008AOH1O6	4	0.8689
B008AOH1O6	4	0.141
B008AOH1O6	4	0.7845
B008AOH1O6	5	0.7717
B008BPI2HE	5	0.9117
B008BPI2HE	4	0.9477
B008BPI2HE	5	0.9168
B008BPI2HE	5	0.9988
B008BPI2HE	5	0.93
B008BPI2HE	5	0.9682
B008BPI2HE	5	0.9524
B008BPI2HE	5	0.9776
B008BPI2HE	5	0.126
B008BPI2HE	5	0.9682
B008BPI2HE	5	0.9686
B008BPI2HE	5	0.9795
B008BPI2HE	5	0.9747
B008BPI2HE	5	0.3167
B008BPI2HE	4	0.5574
B008BPI2HE	4	0.9662
B008BPI2HE	5	0.9154
B008BPI2HE	5	0.9216
B008BPI2HE	5	0.8934
B008BPI2HE	4	-0.4226
B008BPI2HE	5	0.9043
B008BPI2HE	4	0.743
B008BPI2HE	5	0.9407
B008BPI2HE	3	0.68
B008BPI2HE	5	0.2698
B008BPI2HE	3	0.9849
B008BPI2HE	5	0.6467
B008BPI2HE	5	0.9558
B008BPI2HE	5	0.8682
B008BPI2HE	4	0.9638
B008BPI2HE	4	0.936
B008BPI2HE	4	0.9685
B008BPI2HE	5	0.9841
B008BPI2HE	5	0.836
B008BPI2HE	5	-0.3412
B008BTTQI4	2	0.8481
B008BTTQI4	5	0.2612
B008BTTQI4	4	0.9972
B008BTTQI4	3	0.993
B008BTTQI4	2	0.9588
B008BTTQI4	5	0.9971
B008BTTQI4	3	-0.8664
B008GS3XLQ	5	0.9589
B008GS3XLQ	5	0.8551
B008GS3XLQ	3	0.7717
B008GS3XLQ	5	0.8834
B008GS3XLQ	4	0.7351
B008GS3XLQ	5	0.9693
B008GS3XLQ	5	0.7828
B008GS9UNQ	4	0.5719
B008GS9UNQ	5	0.5374
B008GS9UNQ	5	0.9505
B008GS9UNQ	5	0.955
B008GS9UNQ	5	0.9861
B008GS9UNQ	5	0.9348
B008GS9UNQ	5	0.6902
B008GS9UNQ	4	0.8398
B008GS9UNQ	5	-0.3818
B008IYUF96	4	0.6249
B008IYUF96	5	0.8122
B008IYUF96	4	0.8268
B008IYUF96	5	0.9411
B008IYUF96	4	0.3919
B008IYUF96	4	0.6682
B008IYUF96	3	0.8258
B008LMS4MK	5	0.9153
B008LMS4MK	5	0.8625
B008LMS4MK	5	0.9286
B008LMS4MK	5	0.9677
B008LMS4MK	3	0.3612
B008LMS4MK	5	0.6315
B008LMS4MK	3	0.1511
B008LMS4MK	4	0.9896
B008LMS4MK	4	0.9393
B008O0RKVA	5	0.9589
B008O0RKVA	5	0.8122
B008O0RKVA	4	0.9861
B008O0RKVA	5	0.9196
B008O0RKVA	2	-0.6631
B008O0RKVA	5	0.9734
B008TNAG4A	5	0.5106
B008TNAG4A	5	0.4965
B008TNAG4A	4	0.9408
B008TNAG4A	1	-0.7693
B008TNAG4A	4	0.9153
B00923G9Q0	5	0.91
B00923G9Q0	5	0.4019
B00923G9Q0	5	0.8793
B00923G9Q0	5	0.8834
B00923G9Q0	5	0.9413
B0097WDJZA	4	0.4364
B0097WDJZA	4	-0.125
B0097WDJZA	5	0.6908
B0097WDJZA	4	0.5093
B0097WDJZA	5	-0.1528
B0097WDJZA	4	0.8555
B0097WDJZA	5	0.6103
B0097WDJZA	4	0.743
B0097WDJZA	5	0.9246
B0097WDJZA	4	0.5302
B0097WDJZA	5	0.6462
B0098DFNY8	5	0.8313
B0098DFNY8	4	0.9154
B0098DFNY8	5	0.908
B0098DFNY8	5	0.8934
B0098DFNY8	4	0.8932
B009AS1FLG	5	0.5095
B009AS1FLG	5	0.9956
B009AS1FLG	5	0.9811
B009AS1FLG	4	0.9454
B009AS1FLG	1	0.9739
B009E3EWPI	5	0.9431
B009E3EWPI	5	0.0716
B009E3EWPI	5	0.9516
B009E3EWPI	5	0.9888
B009E3EWPI	5	0.8217
B009EOKTCM	5	0.995
B009EOKTCM	3	-0.3029
B009EOKTCM	5	0.8868
B009EOKTCM	5	0.6486
B009EOKTCM	2	0.5365
B009GT0KNI	5	0.9194
B009GT0KNI	5	0.7564
B009GT0KNI	4	0.9611
B009GT0KNI	5	0.8439
B009GT0KNI	2	-0.4458
B009MBT68U	5	0.7906
B009MBT68U	5	0.8802
B009MBT68U	5	0.9216
B009MBT68U	5	0.9182
B009MBT68U	5	0.7184
B009MBT68U	5	0.6523
B009MBT68U	5	0.4145
B009MDMQJ4	5	0.9788
B009MDMQJ4	4	0.7742
B009MDMQJ4	4	0.6037
B009MDMQJ4	5	0.9259
B009MDMQJ4	5	0.6705
B009MIBIWK	5	0.6369
B009MIBIWK	5	0.7717
B009MIBIWK	5	0.9822
B009MIBIWK	5	0.9794
B009MIBIWK	5	0.0
B009O7CE5O	5	0.9022
B009O7CE5O	5	0.5983
B009O7CE5O	5	0.9623
B009O7CE5O	5	0.8546
B009O7CE5O	4	0.8796
B009O7CE5O	5	0.875
B009O7CE5O	5	0.7574
B009O7CE5O	5	0.9558
B009S814U0	5	0.9844
B009S814U0	5	0.9733
B009S814U0	5	0.9168
B009S814U0	4	0.9827
B009S814U0	5	0.9568
B009ZX8ZJG	1	0.8599
B009ZX8ZJG	4	0.9794
B009ZX8ZJG	1	-0.3421
B009ZX8ZJG	3	-0.1531
B009ZX8ZJG	5	0.8687
B009ZX8ZJG	4	0.8834
B009ZX8ZJG	5	0.7589
B00A270KYM	5	0.9432
B00A270KYM	1	0.6597
B00A270KYM	5	0.0274
B00A270KYM	5	0.8003
B00A270KYM	5	0.8644
B00A270KYM	4	0.8126
B00A270KYM	5	0.9509
B00A270KYM	3	0.8519
B00A716FB0	5	0.7769
B00A716FB0	5	0.9871
B00A716FB0	4	0.875
B00A716FB0	3	0.8893
B00A716FB0	4	0.6908
B00A716FB0	5	0.9796
B00A716FB0	3	0.0
B00A716FB0	1	-0.3595
B00A716FB0	1	0.2878
B00A716FB0	4	0.8834
B00A716FB0	3	0.6124
B00AHEWBM4	5	0.9872
B00AHEWBM4	5	0.7579
B00AHEWBM4	5	0.8951
B00AHEWBM4	5	0.1511
B00AHEWBM4	5	0.9661
B00AK7SKL4	5	-0.4215
B00AK7SKL4	5	0.793
B00AK7SKL4	3	-0.3632
B00AK7SKL4	4	0.7334
B00AK7SKL4	1	-0.34
B00AK7SKL4	3	0.3254
B00AQBT3EW	5	0.9565
B00AQBT3EW	5	0.5194
B00AQBT3EW	5	0.968
B00AQBT3EW	5	0.9348
B00AQBT3EW	5	0.9956
B00AQBT3EW	5	0.9081
B00AQBT3EW	5	0.9894
B00AQBT3EW	5	0.9454
B00AQBT3EW	5	0.9779
B00AQBT3EW	5	0.9371
B00AQBT3EW	4	0.4922
B00AQBT3EW	5	0.9841
B00AQBT3EW	4	0.6808
B00AQBT3EW	5	0.9274
B00AQBT3EW	4	0.9935
B00AQBT3EW	3	0.7244
B00AQBT3EW	5	0.5841
B00AQBT3EW	5	0.9805
B00AZUAORE	5	0.9283
B00AZUAORE	5	0.9787
B00AZUAORE	5	-0.204
B00AZUAORE	5	0.3612
B00AZUAORE	5	0.9491
B00AZUAORE	5	0.9762
B00AZUAORE	5	0.9876
B00AZUAORE	5	0.9495
B00AZUAORE	5	0.9186
B00AZUAORE	5	0.8813
B00AZUAORE	5	0.9256
B00AZUAORE	5	0.8518
B00AZUAORE	5	0.9929
B00AZUAORE	5	0.8672
B00AZUAORE	4	0.765
B00AZUAORE	5	0.9832
B00AZUAORE	5	0.939
B00AZUAORE	1	0.0864
B00AZUAORE	1	0.889
B00AZUAORE	5	0.9674
B00AZUAORE	5	0.8567
B00AZUAORE	5	0.8686
B00AZUAORE	5	0.9202
B00AZUAORE	4	0.76
B00B1N06PO	5	0.8819
B00B1N06PO	5	0.9754
B00B1N06PO	5	0.7832
B00B1N06PO	5	0.9776
B00B1N06PO	3	0.9984
B00B1N06PO	2	0.9889
B00B5LDMH6	4	0.7269
B00B5LDMH6	4	0.34
B00B5LDMH6	5	-0.1793
B00B5LDMH6	5	0.8555
B00B5LDMH6	5	0.8979
B00B5OY8EE	4	0.9819
B00B5OY8EE	4	0.9382
B00B5OY8EE	5	0.8074
B00B5OY8EE	5	0.9599
B00B5OY8EE	5	0.9856
B00B9060X6	5	0.4404
B00B9060X6	4	0.9944
B00B9060X6	5	0.9947
B00B9060X6	4	0.9701
B00B9060X6	4	0.9862
B00BG6ZM0K	4	0.9978
B00BG6ZM0K	3	-0.6815
B00BG6ZM0K	2	0.9841
B00BG6ZM0K	5	0.8934
B00BG6ZM0K	3	0.9751
B00BG6ZM0K	5	0.9209
B00BHJNC4E	5	0.1027
B00BHJNC4E	5	0.9517
B00BHJNC4E	5	0.7574
B00BHJNC4E	5	0.906
B00BHJNC4E	5	0.8481
B00BHK2UHI	3	-0.235
B00BHK2UHI	3	0.5106
B00BHK2UHI	4	0.8598
B00BHK2UHI	4	0.9068
B00BHK2UHI	5	0.8481
B00BHK2UHI	4	0.9022
B00BKXN9LS	5	0.8625
B00BKXN9LS	5	0.7906
B00BKXN9LS	5	0.5709
B00BKXN9LS	5	0.6798
B00BKXN9LS	4	0.5859
B00BKXN9LS	5	0.743
B00BKXN9LS	5	0.8402
B00BKXN9LS	5	-0.1531
B00BKXN9LS	5	-0.0225
B00BKXN9LS	5	0.6369
B00BKXN9LS	5	0.7717
B00BKXN9LS	5	0.8805
B00BL6IYW8	5	0.7579
B00BL6IYW8	5	0.8807
B00BL6IYW8	5	0.9274
B00BL6IYW8	5	0.9709
B00BL6IYW8	5	0.9366
B00BL6IYW8	5	0.886
B00BL6IYW8	5	0.7351
B00BL6JDUA	4	0.128
B00BL6JDUA	5	0.9272
B00BL6JDUA	5	0.9464
B00BL6JDUA	4	0.8868
B00BL6JDUA	5	0.7096
B00BL6JDUA	5	0.7717
B00BL6JDUA	5	0.8591
B00BL6JDUA	5	0.9664
B00BL6JDUA	5	0.7579
B00BL6JDUA	4	0.8934
B00BLQ7M4E	4	0.8481
B00BLQ7M4E	5	-0.6335
B00BLQ7M4E	4	0.9118
B00BLQ7M4E	5	0.75
B00BLQ7M4E	5	0.8519
B00BLQTZDA	5	0.9709
B00BLQTZDA	3	0.4215
B00BLQTZDA	5	0.8731
B00BLQTZDA	5	0.8591
B00BLQTZDA	5	0.8126
B00BLQTZDA	5	0.9246
B00BTGMI5O	5	0.9862
B00BTGMI5O	5	0.9634
B00BTGMI5O	4	0.836
B00BTGMI5O	5	0.9486
B00BTGMI5O	4	0.6249
B00BTGMI5O	5	0.9933
B00BU9KCXK	5	0.6908
B00BU9KCXK	5	0.9423
B00BU9KCXK	4	0.891
B00BU9KCXK	5	0.896
B00BU9KCXK	2	0.9201
B00BU9KCXK	5	0.5267
B00BU9KCXK	5	0.3612
B00BU9KCXK	5	0.6705
B00BU9KCXK	2	0.7964
B00BU9KCXK	5	0.8591
B00BU9KCXK	5	0.5337
B00BU9KCXK	4	0.872
B00BU9KCXK	5	0.0
B00BU9KCXK	5	0.2732
B00BU9KCXK	5	0.9828
B00BU9KCXK	5	0.3976
B00BU9KCXK	3	0.4939
B00BU9KCXK	5	0.9712
B00BU9KCXK	4	0.69
B00BU9KCXK	5	0.7269
B00BU9KCXK	5	0.0
B00C5B20QE	5	0.9854
B00C5B20QE	5	0.5983
B00C5B20QE	5	-0.1779
B00C5B20QE	5	-0.1759
B00C5B20QE	5	0.4404
B00CDA0IUC	3	0.552
B00CDA0IUC	5	0.7682
B00CDA0IUC	4	0.3182
B00CDA0IUC	5	0.9423
B00CDA0IUC	3	0.7717
B00CDA0IUC	5	0.9153
B00CDA0IUC	5	0.7579
B00CFMWBLC	5	0.5423
B00CFMWBLC	4	0.902
B00CFMWBLC	5	0.34
B00CFMWBLC	4	0.719
B00CFMWBLC	4	0.3628
B00CFMWBLC	5	0.8402
B00CK2FOZM	5	0.9531
B00CK2FOZM	5	0.7054
B00CK2FOZM	5	0.9939
B00CK2FOZM	5	0.807
B00CK2FOZM	5	0.6486
B00E0EXYMS	3	0.9857
B00E0EXYMS	4	0.9618
B00E0EXYMS	5	0.997
B00E0EXYMS	2	0.9868
B00E0EXYMS	3	0.9526
B00EIMZG46	4	0.2263
B00EIMZG46	5	0.9476
B00EIMZG46	5	0.9723
B00EIMZG46	3	0.8532
B00EIMZG46	5	0.8481
B00EPWAQS0	5	0.8354
B00EPWAQS0	5	0.9146
B00EPWAQS0	3	0.8895
B00EPWAQS0	5	0.9975
B00EPWAQS0	5	0.9884
B00EQDITGO	5	0.7258
B00EQDITGO	5	0.9284
B00EQDITGO	4	0.9476
B00EQDITGO	5	0.8481
B00EQDITGO	1	0.4127
B00F2PKRJW	5	-0.6417
B00F2PKRJW	1	0.5388
B00F2PKRJW	5	0.9708
B00F2PKRJW	5	-0.4215
B00F2PKRJW	5	0.7506
B00FXKIG5I	4	-0.5859
B00FXKIG5I	3	0.2263
B00FXKIG5I	5	0.9508
B00FXKIG5I	2	0.4626
B00FXKIG5I	5	0.8906
B00FXKIG5I	4	0.9211
B00FXKIG5I	5	0.3802
B00GTSM8FW	5	0.7351
B00GTSM8FW	5	0.92
B00GTSM8FW	5	0.9971
B00GTSM8FW	3	0.9093
B00GTSM8FW	5	0.6597
B00GTSM8FW	2	0.9386
B00GTSM8FW	5	-0.5106
B00GTSM8FW	2	0.7687
B00GTSM8FW	4	0.9062
B00GTSM8FW	5	-0.0823
B00GTSM8FW	3	0.8225
B00GTSM8FW	5	0.9799
B00GTSM8FW	5	0.9961
B00GTSM8FW	4	0.9349
B00GTSM8FW	5	0.9128
B00GTSM8FW	4	0.9246
B00GTSM8FW	5	0.976
B00H02C9TG	5	0.9864
B00H02C9TG	5	0.8988
B00H02C9TG	5	0.9643
B00H02C9TG	5	0.9929
B00H02C9TG	4	0.9781
B00H02C9TG	5	0.9832
B00HFRXACG	5	0.9819
B00HFRXACG	5	0.9371
B00HFRXACG	5	0.9631
B00HFRXACG	4	0.5808
B00HFRXACG	5	0.9498
B00HFRXACG	5	0.9927
B00HFRXACG	5	0.9638
B00HFRXACG	4	0.7152
B00HFRXACG	5	0.9625
B00HFRXACG	5	0.9351
B00HFRXACG	5	0.942
B00IZCSW3M	5	0.9403
B00IZCSW3M	4	0.8402
B00IZCSW3M	5	0.9468
B00IZCSW3M	4	-0.3182
B00IZCSW3M	5	0.9808
B00IZCSW3M	5	0.8979
B00IZCSW3M	4	-0.162
B00IZCSW3M	5	0.8803
B00IZCSW3M	5	0.9001
B00IZCSW3M	5	0.9891
B00IZCSW3M	5	0.7196
B00IZCSW3M	5	0.9581
B00IZCSW3M	5	0.9818
B00IZCSW3M	5	0.9716
B00IZCSW3M	5	0.9188
B00IZCSW3M	5	0.9291
B00IZCSW3M	5	0.9264
B00IZCSW3M	5	0.8468
B00IZCSW3M	5	0.9873
B00IZCSW3M	5	0.975
B00IZCSW3M	5	0.9169
B00IZCSW3M	3	0.9741
B00IZCSW3M	5	0.9476
B00IZCSW3M	5	0.9831
B00J4TBMVO	5	0.9647
B00J4TBMVO	5	0.9392
B00J4TBMVO	5	0.9678
B00J4TBMVO	5	0.9501
B00J4TBMVO	5	0.8807
B00J4TBMVO	4	0.9419
B00J4TBMVO	5	0.9957
B00J4TBMVO	2	0.9799
B00JBIVXGC	5	0.9837
B00JBIVXGC	5	0.9022
B00JBIVXGC	5	0.9728
B00JBIVXGC	5	0.9105
B00JBIVXGC	5	0.9709
B00JBIVXGC	4	0.7951
B00JBIVXGC	5	0.9747
B00JBIVXGC	3	0.9963
B00JBIVXGC	5	0.765
B00JBIVXGC	5	0.9768
B00JBIVXGC	4	-0.0704
B00JBIVXGC	4	0.9698
B00JBIVXGC	4	0.9408


Analysis results :
positiveAnalysisCount : 9463
negativeAnalysisCount : 798
correctAnalysisCount : 9320
incorrectAnalysisCount : 941
asin	overall	sentimentScores
1384719342	5	0.4939
1384719342	5	0.915
1384719342	5	-0.34
1384719342	5	0.5859
1384719342	5	0.765
B00004Y2UT	5	0.9311
B00004Y2UT	5	0.4215
B00004Y2UT	3	0.3783
B00004Y2UT	5	0.794
B00004Y2UT	5	0.9107
B00004Y2UT	5	0.8885
B00005ML71	4	0.4927
B00005ML71	3	0.1263
B00005ML71	5	0.8957
B00005ML71	5	0.0
B00005ML71	2	0.8807
B000068NSX	4	0.9312
B000068NSX	5	0.9001
B000068NSX	5	0.9484
B000068NSX	5	0.875
B000068NSX	4	0.9385
B000068NSX	5	0.8126
B000068NSX	4	0.8643
B000068NTU	5	0.8572
B000068NTU	5	0.923
B000068NTU	4	0.25
B000068NTU	5	0.075
B000068NTU	5	0.7184
B000068NVI	4	-0.5256
B000068NVI	5	0.0772
B000068NVI	5	0.8481
B000068NVI	5	0.5719
B000068NVI	4	0.7003
B000068NVI	5	0.7574
B000068NVI	5	0.8687
B000068NVI	4	-0.2023
B000068NVI	4	0.2481
B000068NVI	4	0.4404
B000068NVI	5	0.6369
B000068NVI	4	0.8689
B000068NVI	5	0.7964
B000068NW5	5	0.7003
B000068NW5	5	0.5106
B000068NW5	5	0.6486
B000068NW5	5	0.7845
B000068NW5	4	0.8316
B000068NW5	4	0.7003
B000068NW5	5	0.7613
B000068NW5	5	0.8807
B000068NW5	5	0.9493
B000068NW5	2	-0.25
B000068NW5	5	0.2732
B000068NW5	1	-0.2982
B000068NW5	4	0.5994
B000068NW5	5	0.8689
B000068NW5	5	0.8519
B000068NW5	5	0.3612
B000068NW5	5	0.9313
B000068NW5	4	0.6369
B000068NW5	3	0.6369
B000068NW5	5	0.0516
B000068NW5	5	-0.7088
B000068NW5	5	0.7269
B000068NW5	5	-0.7264
